"Date(UTC)","UnixTimeStamp","Value (Wei)","Value (ETH/USD)"
"3/15/2017","1489536000","22877843867","35.18"
"3/16/2017","1489622400","23318234775","45.51"
"3/17/2017","1489708800","27329559604","44.48"
"3/18/2017","1489795200","22588280322","34.00"
"3/19/2017","1489881600","22676654708","43.12"
"3/20/2017","1489968000","22485861954","42.51"
"3/21/2017","1490054400","22401666063","42.67"
"3/22/2017","1490140800","22752454613","41.65"
"3/23/2017","1490227200","22541771175","43.20"
"3/24/2017","1490313600","27441833681","53.19"
"3/25/2017","1490400000","23012529660","50.62"
"3/26/2017","1490486400","22249849693","50.63"
"3/27/2017","1490572800","22247794560","49.06"
"3/28/2017","1490659200","22247087954","50.25"
"3/29/2017","1490745600","22264312196","53.07"
"3/30/2017","1490832000","22337722011","51.91"
"3/31/2017","1490918400","22421222086","49.91"
"4/1/2017","1491004800","22145659410","50.60"
"4/2/2017","1491091200","22176202916","48.55"
"4/3/2017","1491177600","22176569227","44.13"
"4/4/2017","1491264000","22335006404","44.43"
"4/5/2017","1491350400","22438228964","44.90"
"4/6/2017","1491436800","22774967565","43.23"
"4/7/2017","1491523200","22133175527","42.31"
"4/8/2017","1491609600","22134943280","44.37"
"4/9/2017","1491696000","21963656913","43.72"
"4/10/2017","1491782400","22330645586","43.74"
"4/11/2017","1491868800","22007626117","43.74"
"4/12/2017","1491955200","23067711028","46.38"
"4/13/2017","1492041600","22310955741","49.97"
"4/14/2017","1492128000","22257379067","47.32"
"4/15/2017","1492214400","22240477959","48.89"
"4/16/2017","1492300800","22100218538","48.22"
"4/17/2017","1492387200","22255010723","47.94"
"4/18/2017","1492473600","22747420158","49.88"
"4/19/2017","1492560000","22626922333","47.88"
"4/20/2017","1492646400","22480105997","49.36"
"4/21/2017","1492732800","22819358782","48.27"
"4/22/2017","1492819200","22631052480","48.41"
"4/23/2017","1492905600","21898039096","48.75"
"4/24/2017","1492992000","22992421400","49.94"
"4/25/2017","1493078400","21734015245","50.09"
"4/26/2017","1493164800","22048839796","53.28"
"4/27/2017","1493251200","22377947330","63.14"
"4/28/2017","1493337600","22130700584","72.42"
"4/29/2017","1493424000","22799209590","69.83"
"4/30/2017","1493510400","22541845100","79.83"
"5/1/2017","1493596800","22989649815","77.53"
"5/2/2017","1493683200","22975461233","77.25"
"5/3/2017","1493769600","22182605256","80.37"
"5/4/2017","1493856000","22523480694","94.55"
"5/5/2017","1493942400","22905913235","90.79"
"5/6/2017","1494028800","22254507120","94.82"
"5/7/2017","1494115200","22863576069","90.46"
"5/8/2017","1494201600","22304778708","88.39"
"5/9/2017","1494288000","22419891708","86.27"
"5/10/2017","1494374400","22141501610","87.83"
"5/11/2017","1494460800","22276386524","88.20"
"5/12/2017","1494547200","22224260597","85.15"
"5/13/2017","1494633600","22176736929","87.96"
"5/14/2017","1494720000","22054420864","88.72"
"5/15/2017","1494806400","22225479222","90.32"
"5/16/2017","1494892800","22338079736","87.80"
"5/17/2017","1494979200","26658490658","86.98"
"5/18/2017","1495065600","22641931556","95.88"
"5/19/2017","1495152000","22510140833","124.38"
"5/20/2017","1495238400","22578527232","123.06"
"5/21/2017","1495324800","22366670221","148.00"
"5/22/2017","1495411200","22950916506","160.39"
"5/23/2017","1495497600","22876914693","169.50"
"5/24/2017","1495584000","23511877462","193.03"
"5/25/2017","1495670400","22627478169","177.33"
"5/26/2017","1495756800","22767260891","162.83"
"5/27/2017","1495843200","22312210827","156.63"
"5/28/2017","1495929600","21916364414","172.86"
"5/29/2017","1496016000","22429141176","194.17"
"5/30/2017","1496102400","24758885831","228.58"
"5/31/2017","1496188800","38210063774","228.64"
"6/1/2017","1496275200","23808562950","220.70"
"6/2/2017","1496361600","22913829909","222.04"
"6/3/2017","1496448000","22677818318","224.30"
"6/4/2017","1496534400","23508783552","244.96"
"6/5/2017","1496620800","22886137204","247.75"
"6/6/2017","1496707200","23539130279","264.26"
"6/7/2017","1496793600","23555770569","255.77"
"6/8/2017","1496880000","23571788218","259.41"
"6/9/2017","1496966400","22518978783","279.11"
"6/10/2017","1497052800","22422146714","335.95"
"6/11/2017","1497139200","23843612254","339.68"
"6/12/2017","1497225600","30391141090","394.66"
"6/13/2017","1497312000","24903912970","388.09"
"6/14/2017","1497398400","22812812579","343.84"
"6/15/2017","1497484800","23411815379","344.68"
"6/16/2017","1497571200","22083654403","353.61"
"6/17/2017","1497657600","20940055933","368.10"
"6/18/2017","1497744000","19777146521","351.53"
"6/19/2017","1497830400","21054562068","358.20"
"6/20/2017","1497916800","35606261848","350.53"
"6/21/2017","1498003200","58264077197","325.30"
"6/22/2017","1498089600","41150573699","320.97"
"6/23/2017","1498176000","40960227374","326.85"
"6/24/2017","1498262400","47309213754","304.54"
"6/25/2017","1498348800","34521352334","279.36"
"6/26/2017","1498435200","49580734026","253.68"
"6/27/2017","1498521600","31580245373","286.14"
"6/28/2017","1498608000","43482890266","315.86"
"6/29/2017","1498694400","35022170593","292.90"
"6/30/2017","1498780800","27223635401","280.68"
"7/1/2017","1498867200","26689728580","261.00"
"7/2/2017","1498953600","25581333280","283.99"
"7/3/2017","1499040000","28117349173","276.41"
"7/4/2017","1499126400","24664144555","269.05"
"7/5/2017","1499212800","26133024523","266.00"
"7/6/2017","1499299200","24841070314","265.88"
"7/7/2017","1499385600","27021742038","240.94"
"7/8/2017","1499472000","26089973919","245.67"
"7/9/2017","1499558400","26860797614","237.72"
"7/10/2017","1499644800","22840512365","205.76"
"7/11/2017","1499731200","24575033101","190.55"
"7/12/2017","1499817600","24301621064","224.15"
"7/13/2017","1499904000","23629822115","205.41"
"7/14/2017","1499990400","23119742999","197.14"
"7/15/2017","1500076800","26644007281","169.10"
"7/16/2017","1500163200","24225254470","155.42"
"7/17/2017","1500249600","25008451290","189.97"
"7/18/2017","1500336000","26922445269","227.09"
"7/19/2017","1500422400","25859171423","194.41"
"7/20/2017","1500508800","23785270501","226.33"
"7/21/2017","1500595200","34121661718","216.33"
"7/22/2017","1500681600","24728177686","230.47"
"7/23/2017","1500768000","24411781141","228.32"
"7/24/2017","1500854400","24993645320","225.48"
"7/25/2017","1500940800","26699669746","203.59"
"7/26/2017","1501027200","26644959295","202.88"
"7/27/2017","1501113600","25759576270","202.93"
"7/28/2017","1501200000","25160319003","191.21"
"7/29/2017","1501286400","24073380192","206.14"
"7/30/2017","1501372800","23908993567","196.78"
"7/31/2017","1501459200","22305961187","201.33"
"8/1/2017","1501545600","25462492943","225.90"
"8/2/2017","1501632000","25145539900","218.12"
"8/3/2017","1501718400","24881344614","224.39"
"8/4/2017","1501804800","22630338284","220.60"
"8/5/2017","1501891200","23984146001","253.09"
"8/6/2017","1501977600","24293412889","264.56"
"8/7/2017","1502064000","25187717437","269.94"
"8/8/2017","1502150400","23836962422","296.51"
"8/9/2017","1502236800","24062207266","295.28"
"8/10/2017","1502323200","24244829373","298.28"
"8/11/2017","1502409600","25055821756","309.32"
"8/12/2017","1502496000","24802395477","308.02"
"8/13/2017","1502582400","22053673388","296.62"
"8/14/2017","1502668800","22124106465","299.16"
"8/15/2017","1502755200","21732658516","286.52"
"8/16/2017","1502841600","34716303601","301.38"
"8/17/2017","1502928000","29045025650","300.30"
"8/18/2017","1503014400","44653492844","292.62"
"8/19/2017","1503100800","25853813413","293.02"
"8/20/2017","1503187200","22972240493","298.20"
"8/21/2017","1503273600","23061643547","321.85"
"8/22/2017","1503360000","23423033219","313.37"
"8/23/2017","1503446400","23256200293","317.40"
"8/24/2017","1503532800","24488987225","325.28"
"8/25/2017","1503619200","25311366617","330.06"
"8/26/2017","1503705600","22816054496","332.86"
"8/27/2017","1503792000","22152769744","347.88"
"8/28/2017","1503878400","23023333378","347.66"
"8/29/2017","1503964800","26062902403","372.35"
"8/30/2017","1504051200","25922353625","383.86"
"8/31/2017","1504137600","36202779201","388.33"
"9/1/2017","1504224000","29038234385","391.42"
"9/2/2017","1504310400","62682734227","351.03"
"9/3/2017","1504396800","24625907338","352.45"
"9/4/2017","1504483200","27792328086","303.70"
"9/5/2017","1504569600","30139309787","317.94"
"9/6/2017","1504656000","36519706124","338.92"
"9/7/2017","1504742400","36147491376","335.37"
"9/8/2017","1504828800","42275877643","306.72"
"9/9/2017","1504915200","29941043195","303.79"
"9/10/2017","1505001600","36135150446","299.21"
"9/11/2017","1505088000","26441744516","297.95"
"9/12/2017","1505174400","28430040166","294.10"
"9/13/2017","1505260800","27123610125","275.84"
"9/14/2017","1505347200","28372005082","223.14"
"9/15/2017","1505433600","35527257414","259.57"
"9/16/2017","1505520000","35281116400","254.49"
"9/17/2017","1505606400","32847109838","258.40"
"9/18/2017","1505692800","27527967857","297.53"
"9/19/2017","1505779200","28240983765","283.00"
"9/20/2017","1505865600","30102925181","283.56"
"9/21/2017","1505952000","23983898010","257.77"
"9/22/2017","1506038400","24379043547","262.94"
"9/23/2017","1506124800","23562292733","286.14"
"9/24/2017","1506211200","28226701571","282.60"
"9/25/2017","1506297600","25547420148","294.89"
"9/26/2017","1506384000","24571949910","288.64"
"9/27/2017","1506470400","26548967736","309.97"
"9/28/2017","1506556800","25409632808","302.77"
"9/29/2017","1506643200","23184436268","292.58"
"9/30/2017","1506729600","26231412090","302.77"
"10/1/2017","1506816000","24190581701","303.95"
"10/2/2017","1506902400","25376879520","296.81"
"10/3/2017","1506988800","23882103385","291.81"
"10/4/2017","1507075200","23689836678","291.68"
"10/5/2017","1507161600","24302843665","294.99"
"10/6/2017","1507248000","25759310387","308.33"
"10/7/2017","1507334400","22705744740","311.26"
"10/8/2017","1507420800","24091593642","309.49"
"10/9/2017","1507507200","24174030452","296.95"
"10/10/2017","1507593600","25058292801","298.46"
"10/11/2017","1507680000","30039329444","302.86"
"10/12/2017","1507766400","24512657109","302.89"
"10/13/2017","1507852800","26489325565","336.83"
"10/14/2017","1507939200","24196653845","338.81"
"10/15/2017","1508025600","23514174126","336.58"
"10/16/2017","1508112000","16678649826","334.23"
"10/17/2017","1508198400","14194850634","316.14"
"10/18/2017","1508284800","14081137033","313.54"
"10/19/2017","1508371200","12235259269","307.41"
"10/20/2017","1508457600","14610349751","303.08"
"10/21/2017","1508544000","12128683877","299.55"
"10/22/2017","1508630400","10751750663","294.03"
"10/23/2017","1508716800","13780011469","285.27"
"10/24/2017","1508803200","14415708346","296.50"
"10/25/2017","1508889600","12720316553","296.35"
"10/26/2017","1508976000","12385996259","295.54"
"10/27/2017","1509062400","11545392383","296.36"
"10/28/2017","1509148800","10491940195","293.35"
"10/29/2017","1509235200","10371979124","304.04"
"10/30/2017","1509321600","11808258897","306.80"
"10/31/2017","1509408000","13692446133","303.64"
"11/1/2017","1509494400","14979336359","289.42"
"11/2/2017","1509580800","15919836477","284.92"
"11/3/2017","1509667200","12781813101","304.51"
"11/4/2017","1509753600","11624799927","300.04"
"11/5/2017","1509840000","10703460687","296.23"
"11/6/2017","1509926400","10433598351","296.82"
"11/7/2017","1510012800","13393206633","291.84"
"11/8/2017","1510099200","16154783877","307.35"
"11/9/2017","1510185600","15785570759","319.66"
"11/10/2017","1510272000","15036090671","296.86"
"11/11/2017","1510358400","15394750336","314.23"
"11/12/2017","1510444800","18011273725","306.02"
"11/13/2017","1510531200","16603636136","314.60"
"11/14/2017","1510617600","16704405736","334.72"
"11/15/2017","1510704000","17408995522","331.20"
"11/16/2017","1510790400","16023943398","330.32"
"11/17/2017","1510876800","16406020669","331.72"
"11/18/2017","1510963200","13339014477","346.65"
"11/19/2017","1511049600","14229082585","354.60"
"11/20/2017","1511136000","16089304528","367.71"
"11/21/2017","1511222400","17548793491","360.52"
"11/22/2017","1511308800","16469836119","380.84"
"11/23/2017","1511395200","15992127664","406.57"
"11/24/2017","1511481600","15456892039","470.43"
"11/25/2017","1511568000","12891179323","464.61"
"11/26/2017","1511654400","14953923259","470.54"
"11/27/2017","1511740800","15537337870","475.24"
"11/28/2017","1511827200","16779210323","466.27"
"11/29/2017","1511913600","17499867713","427.42"
"11/30/2017","1512000000","16354038320","434.85"
"12/1/2017","1512086400","14561757161","461.58"
"12/2/2017","1512172800","13179215357","457.96"
"12/3/2017","1512259200","14068434201","462.81"
"12/4/2017","1512345600","21962218932","466.93"
"12/5/2017","1512432000","30921177676","453.96"
"12/6/2017","1512518400","42116421717","422.48"
"12/7/2017","1512604800","59656597683","421.15"
"12/8/2017","1512691200","61102848374","451.74"
"12/9/2017","1512777600","55563635227","472.86"
"12/10/2017","1512864000","43572173439","436.49"
"12/11/2017","1512950400","35272081823","513.29"
"12/12/2017","1513036800","38367405491","656.52"
"12/13/2017","1513123200","38631503447","699.09"
"12/14/2017","1513209600","41791954659","693.58"
"12/15/2017","1513296000","35432934113","684.27"
"12/16/2017","1513382400","35296363949","692.83"
"12/17/2017","1513468800","29121338315","717.71"
"12/18/2017","1513555200","27442929390","785.99"
"12/19/2017","1513641600","34330952644","812.50"
"12/20/2017","1513728000","41559360197","799.17"
"12/21/2017","1513814400","41640835518","789.39"
"12/22/2017","1513900800","40786863196","657.83"
"12/23/2017","1513987200","33285710975","700.44"
"12/24/2017","1514073600","30228420219","675.91"
"12/25/2017","1514160000","26111076108","723.14"
"12/26/2017","1514246400","25927218047","753.40"
"12/27/2017","1514332800","25108575762","739.94"
"12/28/2017","1514419200","24132948080","716.69"
"12/29/2017","1514505600","25027593719","739.60"
"12/30/2017","1514592000","24163343242","692.99"
"12/31/2017","1514678400","24709168252","741.13"
"1/1/2018","1514764800","23306357402","756.20"
"1/2/2018","1514851200","26315022737","861.97"
"1/3/2018","1514937600","27919698108","941.10"
"1/4/2018","1515024000","33357029107","944.83"
"1/5/2018","1515110400","84460889356","967.13"
"1/6/2018","1515196800","95788574583","1006.41"
"1/7/2018","1515283200","74588438927","1117.75"
"1/8/2018","1515369600","73644673858","1136.11"
"1/9/2018","1515456000","76790296973","1289.24"
"1/10/2018","1515542400","95442073535","1248.99"
"1/11/2018","1515628800","82600430565","1139.32"
"1/12/2018","1515715200","60014533220","1261.03"
"1/13/2018","1515801600","63717170951","1385.02"
"1/14/2018","1515888000","58397110440","1359.48"
"1/15/2018","1515974400","53860527328","1278.69"
"1/16/2018","1516060800","54778776336","1050.26"
"1/17/2018","1516147200","52114059603","1024.69"
"1/18/2018","1516233600","53748001984","1012.97"
"1/19/2018","1516320000","51161244711","1037.36"
"1/20/2018","1516406400","51085545977","1150.50"
"1/21/2018","1516492800","40356756648","1049.09"
"1/22/2018","1516579200","33802546511","999.64"
"1/23/2018","1516665600","39247302060","984.47"
"1/24/2018","1516752000","37646911483","1061.78"
"1/25/2018","1516838400","33569002791","1046.37"
"1/26/2018","1516924800","28114173259","1048.58"
"1/27/2018","1517011200","27546279427","1109.08"
"1/28/2018","1517097600","27800189170","1231.58"
"1/29/2018","1517184000","37028443300","1169.96"
"1/30/2018","1517270400","30081646328","1063.75"
"1/31/2018","1517356800","29402730461","1111.31"
"2/1/2018","1517443200","40436332603","1026.19"
"2/2/2018","1517529600","35386250064","917.47"
"2/3/2018","1517616000","29301000333","970.87"
"2/4/2018","1517702400","29029951503","827.59"
"2/5/2018","1517788800","26867195837","695.08"
"2/6/2018","1517875200","27964527864","785.01"
"2/7/2018","1517961600","26694182218","751.81"
"2/8/2018","1518048000","24968333160","813.55"
"2/9/2018","1518134400","22856286885","877.88"
"2/10/2018","1518220800","23836230354","850.75"
"2/11/2018","1518307200","21902813565","811.24"
"2/12/2018","1518393600","20824108310","865.27"
"2/13/2018","1518480000","21675219499","840.98"
"2/14/2018","1518566400","22501126990","920.11"
"2/15/2018","1518652800","21565784189","927.95"
"2/16/2018","1518739200","21590561665","938.02"
"2/17/2018","1518825600","21836733413","974.77"
"2/18/2018","1518912000","23119908681","913.90"
"2/19/2018","1518998400","19905796465","939.79"
"2/20/2018","1519084800","20246730594","885.52"
"2/21/2018","1519171200","19358082715","840.10"
"2/22/2018","1519257600","17902757911","804.63"
"2/23/2018","1519344000","18833737841","854.70"
"2/24/2018","1519430400","19384760070","833.49"
"2/25/2018","1519516800","16760068675","840.28"
"2/26/2018","1519603200","17771487138","867.62"
"2/27/2018","1519689600","17894714377","871.58"
"2/28/2018","1519776000","20187807483","851.50"
"3/1/2018","1519862400","18473527342","869.87"
"3/2/2018","1519948800","20451455718","855.60"
"3/3/2018","1520035200","16322757085","855.65"
"3/4/2018","1520121600","17306576278","864.83"
"3/5/2018","1520208000","19642692604","849.42"
"3/6/2018","1520294400","18179260115","815.69"
"3/7/2018","1520380800","19767121442","751.13"
"3/8/2018","1520467200","18357044883","698.83"
"3/9/2018","1520553600","17752199400","726.92"
"3/10/2018","1520640000","14790736580","682.30"
"3/11/2018","1520726400","13799398206","720.36"
"3/12/2018","1520812800","15351654962","697.02"
"3/13/2018","1520899200","13206717876","689.96"
"3/14/2018","1520985600","14203805847","613.15"
"3/15/2018","1521072000","14353164971","610.56"
"3/16/2018","1521158400","16340801409","600.53"
"3/17/2018","1521244800","12252599210","549.79"
"3/18/2018","1521331200","12747853336","537.38"
"3/19/2018","1521417600","13093728143","555.55"
"3/20/2018","1521504000","13429840214","557.57"
"3/21/2018","1521590400","14142299137","559.91"
"3/22/2018","1521676800","14406721931","539.89"
"3/23/2018","1521763200","15620447607","543.83"
"3/24/2018","1521849600","13781856544","520.16"
"3/25/2018","1521936000","13537750854","523.01"
"3/26/2018","1522022400","18175711428","486.25"
"3/27/2018","1522108800","14361185569","448.78"
"3/28/2018","1522195200","14632876426","445.93"
"3/29/2018","1522281600","15636728747","383.90"
"3/30/2018","1522368000","12774734071","393.82"
"3/31/2018","1522454400","11477477292","394.07"
"4/1/2018","1522540800","11102468465","378.85"
"4/2/2018","1522627200","12126196454","384.68"
"4/3/2018","1522713600","12293014582","415.93"
"4/4/2018","1522800000","10971643800","378.65"
"4/5/2018","1522886400","15470303694","381.36"
"4/6/2018","1522972800","13576704140","370.35"
"4/7/2018","1523059200","10753965447","384.98"
"4/8/2018","1523145600","10486377770","400.72"
"4/9/2018","1523232000","11897226799","399.02"
"4/10/2018","1523318400","12186519151","415.65"
"4/11/2018","1523404800","12413186820","430.42"
"4/12/2018","1523491200","13472050250","493.95"
"4/13/2018","1523577600","15622290969","494.96"
"4/14/2018","1523664000","12185010900","502.79"
"4/15/2018","1523750400","11501339825","534.15"
"4/16/2018","1523836800","11892614029","511.67"
"4/17/2018","1523923200","12173043612","503.03"
"4/18/2018","1524009600","14288533754","525.78"
"4/19/2018","1524096000","12808754360","567.25"
"4/20/2018","1524182400","12534360242","617.16"
"4/21/2018","1524268800","11341532081","605.17"
"4/22/2018","1524355200","11663977885","621.33"
"4/23/2018","1524441600","12244561688","644.13"
"4/24/2018","1524528000","14321823448","703.35"
"4/25/2018","1524614400","13557508252","617.73"
"4/26/2018","1524700800","14271989942","661.45"
"4/27/2018","1524787200","14685431596","643.33"
"4/28/2018","1524873600","17582460945","683.02"
"4/29/2018","1524960000","15442471407","689.31"
"4/30/2018","1525046400","16262401104","670.04"
"5/1/2018","1525132800","14281953004","670.81"
"5/2/2018","1525219200","14722424091","686.74"
"5/3/2018","1525305600","16368874314","777.62"
"5/4/2018","1525392000","14696638866","784.21"
"5/5/2018","1525478400","13440494470","816.58"
"5/6/2018","1525564800","13668120194","790.39"
"5/7/2018","1525651200","13631658303","752.40"
"5/8/2018","1525737600","16204375940","747.79"
"5/9/2018","1525824000","15052534314","751.27"
"5/10/2018","1525910400","18434177249","723.61"
"5/11/2018","1525996800","18760220475","677.80"
"5/12/2018","1526083200","13466355305","683.64"
"5/13/2018","1526169600","14402165925","729.34"
"5/14/2018","1526256000","18385997794","727.41"
"5/15/2018","1526342400","18370030387","705.64"
"5/16/2018","1526428800","18298682673","706.72"
"5/17/2018","1526515200","18994356610","668.38"
"5/18/2018","1526601600","18721721358","693.57"
"5/19/2018","1526688000","17766897892","696.05"
"5/20/2018","1526774400","16896601978","715.15"
"5/21/2018","1526860800","17929703654","696.73"
"5/22/2018","1526947200","19404072640","640.84"
"5/23/2018","1527033600","19763806846","577.01"
"5/24/2018","1527120000","18505927074","602.59"
"5/25/2018","1527206400","18300433853","584.77"
"5/26/2018","1527292800","15815615114","585.76"
"5/27/2018","1527379200","14776104835","569.64"
"5/28/2018","1527465600","21322427757","512.03"
"5/29/2018","1527552000","21228260655","566.59"
"5/30/2018","1527638400","21433398617","557.12"
"5/31/2018","1527724800","26020776841","577.23"
"6/1/2018","1527811200","22281817392","579.01"
"6/2/2018","1527897600","16102612105","590.53"
"6/3/2018","1527984000","15436188157","619.04"
"6/4/2018","1528070400","19065322604","591.31"
"6/5/2018","1528156800","17186633256","608.23"
"6/6/2018","1528243200","19741822241","606.30"
"6/7/2018","1528329600","16981460044","604.44"
"6/8/2018","1528416000","15945608934","599.55"
"6/9/2018","1528502400","12618229591","593.38"
"6/10/2018","1528588800","12552615017","524.74"
"6/11/2018","1528675200","13950267534","531.15"
"6/12/2018","1528761600","14048931400","494.53"
"6/13/2018","1528848000","14416451849","476.30"
"6/14/2018","1528934400","15916958110","519.83"
"6/15/2018","1529020800","16804997297","487.51"
"6/16/2018","1529107200","24848435239","497.22"
"6/17/2018","1529193600","11225914551","496.74"
"6/18/2018","1529280000","11823977189","517.63"
"6/19/2018","1529366400","14427312991","538.45"
"6/20/2018","1529452800","13472257819","536.16"
"6/21/2018","1529539200","13047918845","525.77"
"6/22/2018","1529625600","38878511772","462.16"
"6/23/2018","1529712000","14029394940","474.18"
"6/24/2018","1529798400","16163435399","455.25"
"6/25/2018","1529884800","15637044897","458.82"
"6/26/2018","1529971200","12011100131","429.58"
"6/27/2018","1530057600","12446563365","441.75"
"6/28/2018","1530144000","11696277117","420.72"
"6/29/2018","1530230400","12115784768","435.25"
"6/30/2018","1530316800","34210516007","453.42"
"7/1/2018","1530403200","59842298209","451.95"
"7/2/2018","1530489600","86348485003","476.58"
"7/3/2018","1530576000","82063750329","461.95"
"7/4/2018","1530662400","59083789609","467.19"
"7/5/2018","1530748800","48722316331","467.55"
"7/6/2018","1530835200","70207114167","469.93"
"7/7/2018","1530921600","60236707195","485.81"
"7/8/2018","1531008000","35585852337","486.19"
"7/9/2018","1531094400","25829787141","471.48"
"7/10/2018","1531180800","21324119980","432.69"
"7/11/2018","1531267200","19054597794","445.59"
"7/12/2018","1531353600","29189063475","430.91"
"7/13/2018","1531440000","29846792155","432.46"
"7/14/2018","1531526400","57677945355","433.74"
"7/15/2018","1531612800","48216188725","449.62"
"7/16/2018","1531699200","18562899613","478.75"
"7/17/2018","1531785600","17548648323","499.06"
"7/18/2018","1531872000","15413432909","479.02"
"7/19/2018","1531958400","13033482562","468.65"
"7/20/2018","1532044800","15878840129","448.84"
"7/21/2018","1532131200","15826395751","461.04"
"7/22/2018","1532217600","11032570831","457.65"
"7/23/2018","1532304000","15546838989","449.63"
"7/24/2018","1532390400","15414715967","479.47"
"7/25/2018","1532476800","13351179160","471.28"
"7/26/2018","1532563200","12324821471","462.03"
"7/27/2018","1532649600","10745209264","469.69"
"7/28/2018","1532736000","11542424148","468.55"
"7/29/2018","1532822400","9257167474","466.20"
"7/30/2018","1532908800","10934695303","456.56"
"7/31/2018","1532995200","11023798202","431.99"
"8/1/2018","1533081600","36681296496","419.87"
"8/2/2018","1533168000","10200915813","410.83"
"8/3/2018","1533254400","10514159674","417.62"
"8/4/2018","1533340800","9924637420","406.91"
"8/5/2018","1533427200","8072326506","408.81"
"8/6/2018","1533513600","12535927147","404.95"
"8/7/2018","1533600000","25250639628","377.94"
"8/8/2018","1533686400","57398987243","355.57"
"8/9/2018","1533772800","53118840657","363.51"
"8/10/2018","1533859200","34476266415","331.57"
"8/11/2018","1533945600","14836056985","318.01"
"8/12/2018","1534032000","10976239504","318.20"
"8/13/2018","1534118400","14813774854","284.03"
"8/14/2018","1534204800","16051359286","278.31"
"8/15/2018","1534291200","15051933577","281.24"
"8/16/2018","1534377600","12638796914","286.80"
"8/17/2018","1534464000","39211744629","317.57"
"8/18/2018","1534550400","16113373784","294.85"
"8/19/2018","1534636800","14361319521","299.62"
"8/20/2018","1534723200","12426913415","270.81"
"8/21/2018","1534809600","13046942385","281.13"
"8/22/2018","1534896000","17019976734","270.37"
"8/23/2018","1534982400","14051914381","275.83"
"8/24/2018","1535068800","21501969162","281.37"
"8/25/2018","1535155200","11428670781","277.56"
"8/26/2018","1535241600","16106529314","274.30"
"8/27/2018","1535328000","12387120423","288.02"
"8/28/2018","1535414400","12808584631","295.55"
"8/29/2018","1535500800","17290135695","288.67"
"8/30/2018","1535587200","13559213793","284.15"
"8/31/2018","1535673600","14419214330","281.66"
"9/1/2018","1535760000","11043181909","295.36"
"9/2/2018","1535846400","10276825820","295.02"
"9/3/2018","1535932800","12111122355","288.97"
"9/4/2018","1536019200","13885223845","285.23"
"9/5/2018","1536105600","12606166478","228.27"
"9/6/2018","1536192000","14951867224","229.52"
"9/7/2018","1536278400","14734121984","215.14"
"9/8/2018","1536364800","12166983189","196.77"
"9/9/2018","1536451200","12538460676","195.99"
"9/10/2018","1536537600","13452874427","197.14"
"9/11/2018","1536624000","15682663024","185.15"
"9/12/2018","1536710400","16182751014","183.03"
"9/13/2018","1536796800","16645393282","211.27"
"9/14/2018","1536883200","14645624925","208.87"
"9/15/2018","1536969600","13261799419","221.63"
"9/16/2018","1537056000","13161379589","220.12"
"9/17/2018","1537142400","15406825205","196.04"
"9/18/2018","1537228800","25201881762","208.39"
"9/19/2018","1537315200","19871422869","209.78"
"9/20/2018","1537401600","15892963469","224.76"
"9/21/2018","1537488000","18242050701","247.69"
"9/22/2018","1537574400","14429730599","240.78"
"9/23/2018","1537660800","13141149214","244.55"
"9/24/2018","1537747200","16838604807","227.92"
"9/25/2018","1537833600","16972035503","219.20"
"9/26/2018","1537920000","16344658408","214.21"
"9/27/2018","1538006400","16744302672","229.09"
"9/28/2018","1538092800","18138439166","221.56"
"9/29/2018","1538179200","21874799566","231.32"
"9/30/2018","1538265600","16556363668","232.60"
"10/1/2018","1538352000","18941010255","230.89"
"10/2/2018","1538438400","19034870185","225.41"
"10/3/2018","1538524800","13248714205","219.97"
"10/4/2018","1538611200","13254100643","221.76"
"10/5/2018","1538697600","13568425987","227.90"
"10/6/2018","1538784000","9435830094","224.62"
"10/7/2018","1538870400","11769350664","225.65"
"10/8/2018","1538956800","14576687784","229.33"
"10/9/2018","1539043200","12984496071","227.49"
"10/10/2018","1539129600","15893091379","225.26"
"10/11/2018","1539216000","15385072382","189.83"
"10/12/2018","1539302400","29285035983","195.97"
"10/13/2018","1539388800","11594824099","199.45"
"10/14/2018","1539475200","11723908779","194.99"
"10/15/2018","1539561600","15629941859","210.80"
"10/16/2018","1539648000","12735518129","210.22"
"10/17/2018","1539734400","13443082264","207.60"
"10/18/2018","1539820800","13150134317","202.49"
"10/19/2018","1539907200","13701804233","202.86"
"10/20/2018","1539993600","13289407017","205.08"
"10/21/2018","1540080000","12030570166","204.77"
"10/22/2018","1540166400","13162272626","203.60"
"10/23/2018","1540252800","14521834338","203.70"
"10/24/2018","1540339200","15173388388","202.92"
"10/25/2018","1540425600","16014791521","201.23"
"10/26/2018","1540512000","16417658883","203.37"
"10/27/2018","1540598400","14137366445","202.79"
"10/28/2018","1540684800","12960915217","203.72"
"10/29/2018","1540771200","14943596679","195.67"
"10/30/2018","1540857600","14925838057","196.19"
"10/31/2018","1540944000","14904469017","197.85"
"11/1/2018","1541030400","14202259616","198.73"
"11/2/2018","1541116800","15183112207","201.02"
"11/3/2018","1541203200","16145620959","199.47"
"11/4/2018","1541289600","13064568368","211.30"
"11/5/2018","1541376000","16749446191","209.70"
"11/6/2018","1541462400","17333551729","219.56"
"11/7/2018","1541548800","16337162082","217.99"
"11/8/2018","1541635200","18892302279","211.29"
"11/9/2018","1541721600","15752819992","209.39"
