"Date(UTC)","UnixTimeStamp","Value (Wei)","Value (ETH/USD)"
"11/10/2018","1541808000","12031282399","211.90"
"11/11/2018","1541894400","10621852227","211.70"
"11/12/2018","1541980800","14368146227","210.81"
"11/13/2018","1542067200","15059123069","206.42"
"11/14/2018","1542153600","17416039750","182.72"
"11/15/2018","1542240000","18474728790","181.53"
"11/16/2018","1542326400","16120812190","174.84"
"11/17/2018","1542412800","13275250100","174.22"
"11/18/2018","1542499200","14895978165","177.53"
"11/19/2018","1542585600","17028262287","148.22"
"11/20/2018","1542672000","17960754304","130.74"
"11/21/2018","1542758400","15269813534","136.50"
"11/22/2018","1542844800","15007551180","124.83"
"11/23/2018","1542931200","15807815573","123.37"
"11/24/2018","1543017600","15420458863","112.75"
"11/25/2018","1543104000","16305637620","116.75"
"11/26/2018","1543190400","16319129861","108.87"
"11/27/2018","1543276800","14675345264","110.19"
"11/28/2018","1543363200","16292970940","122.88"
"11/29/2018","1543449600","20346219794","117.48"
"11/30/2018","1543536000","22652461526","112.87"
"12/1/2018","1543622400","17360683398","118.50"
"12/2/2018","1543708800","15744999974","115.96"
"12/3/2018","1543795200","17352151387","108.23"
"12/4/2018","1543881600","17192821913","109.82"
"12/5/2018","1543968000","17707618986","101.57"
"12/6/2018","1544054400","16361316325","90.43"
"12/7/2018","1544140800","16593133453","93.61"
"12/8/2018","1544227200","12334654966","91.44"
"12/9/2018","1544313600","11985499611","94.42"
"12/10/2018","1544400000","13943396527","90.70"
"12/11/2018","1544486400","14800362183","88.05"
"12/12/2018","1544572800","14460515241","90.52"
"12/13/2018","1544659200","17612949432","86.39"
"12/14/2018","1544745600","29183615469","83.90"
"12/15/2018","1544832000","12752651260","84.27"
"12/16/2018","1544918400","11777989321","85.39"
"12/17/2018","1545004800","13823213704","95.44"
"12/18/2018","1545091200","31672019232","102.44"
"12/19/2018","1545177600","15897547045","100.63"
"12/20/2018","1545264000","15781758963","116.43"
"12/21/2018","1545350400","15818617345","109.44"
"12/22/2018","1545436800","14021469358","118.36"
"12/23/2018","1545523200","14622664850","131.56"
"12/24/2018","1545609600","16608758417","140.87"
"12/25/2018","1545696000","14765402060","130.99"
"12/26/2018","1545782400","24477635489","132.61"
"12/27/2018","1545868800","13530493595","116.72"
"12/28/2018","1545955200","14151079675","139.73"
"12/29/2018","1546041600","12984151825","137.30"
"12/30/2018","1546128000","15843483124","141.33"
"12/31/2018","1546214400","13844116120","133.49"
"1/1/2019","1546300800","14330651283","142.66"
"1/2/2019","1546387200","13518333631","156.57"
"1/3/2019","1546473600","12695511480","149.44"
"1/4/2019","1546560000","14197164275","156.04"
"1/5/2019","1546646400","24120227063","156.23"
"1/6/2019","1546732800","13443565864","158.61"
"1/7/2019","1546819200","15727137336","152.09"
"1/8/2019","1546905600","13679045245","151.10"
"1/9/2019","1546992000","13525936033","151.17"
"1/10/2019","1547078400","15364969669","127.96"
"1/11/2019","1547164800","13631672273","127.16"
"1/12/2019","1547251200","12182668844","125.83"
"1/13/2019","1547337600","12299362181","116.56"
"1/14/2019","1547424000","19179700938","129.74"
"1/15/2019","1547510400","18403886289","121.22"
"1/16/2019","1547596800","20629866067","123.12"
"1/17/2019","1547683200","13639170146","123.72"
"1/18/2019","1547769600","14390713391","120.57"
"1/19/2019","1547856000","12427478085","124.85"
"1/20/2019","1547942400","12387866392","118.41"
"1/21/2019","1548028800","13567626739","116.72"
"1/22/2019","1548115200","18561474026","119.12"
"1/23/2019","1548201600","13308904468","117.57"
"1/24/2019","1548288000","14394162195","117.70"
"1/25/2019","1548374400","13857565780","115.92"
"1/26/2019","1548460800","12616710414","116.33"
"1/27/2019","1548547200","11788620538","112.27"
"1/28/2019","1548633600","15213901906","106.36"
"1/29/2019","1548720000","12439032644","104.75"
"1/30/2019","1548806400","13051979777","109.04"
"1/31/2019","1548892800","14209971121","106.89"
"2/1/2019","1548979200","13234562600","107.03"
"2/2/2019","1549065600","12000569516","111.00"
"2/3/2019","1549152000","11637460620","107.21"
"2/4/2019","1549238400","12082194503","106.90"
"2/5/2019","1549324800","12593215644","106.93"
"2/6/2019","1549411200","12593166346","104.50"
"2/7/2019","1549497600","14057368181","104.30"
"2/8/2019","1549584000","13310836398","119.49"
"2/9/2019","1549670400","12390959208","119.46"
"2/10/2019","1549756800","12847065310","125.58"
"2/11/2019","1549843200","13977805236","120.76"
"2/12/2019","1549929600","13012487105","122.63"
"2/13/2019","1550016000","13713241302","122.31"
"2/14/2019","1550102400","19148327564","120.85"
"2/15/2019","1550188800","14753437258","122.02"
"2/16/2019","1550275200","13510079150","123.26"
"2/17/2019","1550361600","13757940835","134.28"
"2/18/2019","1550448000","17094399315","146.53"
"2/19/2019","1550534400","373905995022","144.40"
"2/20/2019","1550620800","16098676684","149.23"
"2/21/2019","1550707200","15306757881","146.36"
"2/22/2019","1550793600","14913439608","149.04"
"2/23/2019","1550880000","14039107293","159.48"
"2/24/2019","1550966400","16251853700","133.42"
"2/25/2019","1551052800","17020990610","139.02"
"2/26/2019","1551139200","17415861033","137.12"
"2/27/2019","1551225600","16334617513","135.94"
"2/28/2019","1551312000","18834674068","136.29"
"3/1/2019","1551398400","12974077284","136.15"
"3/2/2019","1551484800","12153807142","133.81"
"3/3/2019","1551571200","12061882513","131.21"
"3/4/2019","1551657600","12666122902","126.43"
"3/5/2019","1551744000","13496902482","137.93"
"3/6/2019","1551830400","14045984060","138.49"
"3/7/2019","1551916800","13740882181","137.65"
"3/8/2019","1552003200","13479470622","134.42"
"3/9/2019","1552089600","11957111022","138.24"
"3/10/2019","1552176000","12106103256","136.36"
"3/11/2019","1552262400","12484460496","133.54"
"3/12/2019","1552348800","12238102548","134.37"
"3/13/2019","1552435200","11704565023","132.93"
"3/14/2019","1552521600","11052545157","132.89"
"3/15/2019","1552608000","11016047852","137.63"
"3/16/2019","1552694400","10383394399","141.68"
"3/17/2019","1552780800","14577386112","139.74"
"3/18/2019","1552867200","195879275790","138.50"
"3/19/2019","1552953600","13115885101","139.46"
"3/20/2019","1553040000","12179174942","140.22"
"3/21/2019","1553126400","13904796043","135.61"
"3/22/2019","1553212800","12584442788","136.76"
"3/23/2019","1553299200","10993968628","137.74"
"3/24/2019","1553385600","11003609358","136.21"
"3/25/2019","1553472000","12549223821","133.96"
"3/26/2019","1553558400","13059718677","134.29"
"3/27/2019","1553644800","13596847307","140.23"
"3/28/2019","1553731200","12197114669","138.39"
"3/29/2019","1553817600","12576130900","144.41"
"3/30/2019","1553904000","10413550419","143.29"
"3/31/2019","1553990400","10558447429","142.40"
"4/1/2019","1554076800","12552870066","141.85"
"4/2/2019","1554163200","13857811373","164.93"
"4/3/2019","1554249600","16783552076","161.18"
"4/4/2019","1554336000","13718910474","158.07"
"4/5/2019","1554422400","11844298751","166.39"
"4/6/2019","1554508800","10759382633","166.28"
"4/7/2019","1554595200","11332764771","175.57"
"4/8/2019","1554681600","12537949552","181.06"
"4/9/2019","1554768000","12040035380","176.30"
"4/10/2019","1554854400","15258127612","177.39"
"4/11/2019","1554940800","12499489602","165.24"
"4/12/2019","1555027200","11673635693","164.56"
"4/13/2019","1555113600","10652876605","164.53"
"4/14/2019","1555200000","10388886423","168.68"
"4/15/2019","1555286400","10617255578","160.30"
"4/16/2019","1555372800","10784749556","166.90"
"4/17/2019","1555459200","11272692912","167.02"
"4/18/2019","1555545600","11933245058","174.60"
"4/19/2019","1555632000","11036616753","174.13"
"4/20/2019","1555718400","8988625935","173.96"
"4/21/2019","1555804800","9504825894","170.30"
"4/22/2019","1555891200","10745867154","171.90"
"4/23/2019","1555977600","11225045012","170.66"
"4/24/2019","1556064000","12141527708","166.05"
"4/25/2019","1556150400","10528010066","152.99"
"4/26/2019","1556236800","12095560071","156.45"
"4/27/2019","1556323200","9632992552","158.36"
"4/28/2019","1556409600","9399212617","158.05"
"4/29/2019","1556496000","10356343230","156.69"
"4/30/2019","1556582400","10119622328","164.39"
"5/1/2019","1556668800","9786414125","161.42"
"5/2/2019","1556755200","40480290586","161.29"
"5/3/2019","1556841600","10997063020","168.24"
"5/4/2019","1556928000","10092628539","163.61"
"5/5/2019","1557014400","9698121519","163.94"
"5/6/2019","1557100800","10589774139","173.70"
"5/7/2019","1557187200","12582212961","168.59"
"5/8/2019","1557273600","10988087035","171.42"
"5/9/2019","1557360000","10636414510","170.86"
"5/10/2019","1557446400","11387738585","172.50"
"5/11/2019","1557532800","10905004770","192.44"
"5/12/2019","1557619200","10835160355","188.14"
"5/13/2019","1557705600","13689484729","195.83"
"5/14/2019","1557792000","13338733306","217.16"
"5/15/2019","1557878400","16275386400","248.64"
"5/16/2019","1557964800","21005575115","264.47"
"5/17/2019","1558051200","18212850135","244.84"
"5/18/2019","1558137600","14709151796","233.96"
"5/19/2019","1558224000","14046405891","260.90"
"5/20/2019","1558310400","15523993957","252.10"
"5/21/2019","1558396800","12949937514","254.94"
"5/22/2019","1558483200","16439389013","243.46"
"5/23/2019","1558569600","14469157604","245.60"
"5/24/2019","1558656000","15059891209","249.61"
"5/25/2019","1558742400","12137206615","251.49"
"5/26/2019","1558828800","10795166754","268.26"
"5/27/2019","1558915200","14709981473","271.83"
"5/28/2019","1559001600","15120065441","271.45"
"5/29/2019","1559088000","16609583268","269.60"
"5/30/2019","1559174400","17362707848","254.45"
"5/31/2019","1559260800","15875042148","267.42"
"6/1/2019","1559347200","13503119540","264.71"
"6/2/2019","1559433600","10838097166","269.31"
"6/3/2019","1559520000","13640935323","249.61"
"6/4/2019","1559606400","14336552294","241.10"
"6/5/2019","1559692800","14726678555","246.16"
"6/6/2019","1559779200","12778204456","249.43"
"6/7/2019","1559865600","13551596264","249.54"
"6/8/2019","1559952000","17865004622","244.40"
"6/9/2019","1560038400","11772205947","231.43"
"6/10/2019","1560124800","18767554680","247.96"
"6/11/2019","1560211200","15302451335","245.16"
"6/12/2019","1560297600","10704744804","263.05"
"6/13/2019","1560384000","12498549026","255.09"
"6/14/2019","1560470400","14507586823","263.76"
"6/15/2019","1560556800","16655327552","269.22"
"6/16/2019","1560643200","11744583227","268.53"
"6/17/2019","1560729600","18033291141","273.92"
"6/18/2019","1560816000","14140107747","264.51"
"6/19/2019","1560902400","15149051110","269.01"
"6/20/2019","1560988800","19171082160","272.21"
"6/21/2019","1561075200","13132476474","296.03"
"6/22/2019","1561161600","13079405563","309.41"
"6/23/2019","1561248000","12904678821","307.37"
"6/24/2019","1561334400","14343913979","311.22"
"6/25/2019","1561420800","18442820009","316.53"
"6/26/2019","1561507200","18226501386","333.76"
"6/27/2019","1561593600","20536617245","294.07"
"6/28/2019","1561680000","17836887762","309.37"
"6/29/2019","1561766400","14969393891","317.32"
"6/30/2019","1561852800","16147637271","290.15"
"7/1/2019","1561939200","19512205713","294.17"
"7/2/2019","1562025600","15735865298","291.61"
"7/3/2019","1562112000","13480141945","302.17"
"7/4/2019","1562198400","12364123019","283.10"
"7/5/2019","1562284800","14987264501","287.90"
"7/6/2019","1562371200","14142027457","287.98"
"7/7/2019","1562457600","11147195619","306.43"
"7/8/2019","1562544000","15397601493","313.34"
"7/9/2019","1562630400","13383300658","307.89"
"7/10/2019","1562716800","12326418288","288.64"
"7/11/2019","1562803200","17687551350","268.56"
"7/12/2019","1562889600","13888489542","275.41"
"7/13/2019","1562976000","11680585984","268.94"
"7/14/2019","1563062400","14577611095","226.16"
"7/15/2019","1563148800","14426857237","228.14"
"7/16/2019","1563235200","22122486062","198.71"
"7/17/2019","1563321600","19083353124","211.29"
"7/18/2019","1563408000","13195635523","226.09"
"7/19/2019","1563494400","17348942255","221.28"
"7/20/2019","1563580800","11840097601","228.71"
"7/21/2019","1563667200","12479706324","225.40"
"7/22/2019","1563753600","12142840638","217.22"
"7/23/2019","1563840000","13450918814","212.21"
"7/24/2019","1563926400","18814448444","216.66"
"7/25/2019","1564012800","17932204080","219.41"
"7/26/2019","1564099200","12838413297","219.23"
"7/27/2019","1564185600","11947823376","219.85"
"7/28/2019","1564272000","10847884346","211.15"
"7/29/2019","1564358400","12397806559","211.52"
"7/30/2019","1564444800","12981815912","209.82"
"7/31/2019","1564531200","13135247596","218.70"
"8/1/2019","1564617600","18322408906","217.51"
"8/2/2019","1564704000","14823555455","217.70"
"8/3/2019","1564790400","17617275530","217.73"
"8/4/2019","1564876800","10409458393","222.70"
"8/5/2019","1564963200","12210509054","233.19"
"8/6/2019","1565049600","12165349434","228.70"
"8/7/2019","1565136000","11738350907","225.99"
"8/8/2019","1565222400","12955325988","221.18"
"8/9/2019","1565308800","13282666611","210.47"
"8/10/2019","1565395200","12206554100","206.26"
"8/11/2019","1565481600","11603713466","216.39"
"8/12/2019","1565568000","12880972727","211.28"
"8/13/2019","1565654400","18843208007","208.62"
"8/14/2019","1565740800","12123884054","186.49"
"8/15/2019","1565827200","14148150754","188.24"
"8/16/2019","1565913600","12115168092","185.41"
"8/17/2019","1566000000","10569108357","185.69"
"8/18/2019","1566086400","11034378823","194.77"
"8/19/2019","1566172800","13799990972","202.43"
"8/20/2019","1566259200","13732033156","196.55"
"8/21/2019","1566345600","16137663683","187.32"
"8/22/2019","1566432000","14728994674","190.74"
"8/23/2019","1566518400","13885136910","194.64"
"8/24/2019","1566604800","12922493779","191.08"
"8/25/2019","1566691200","13825531935","186.58"
"8/26/2019","1566777600","17091718069","188.46"
"8/27/2019","1566864000","14643027992","187.17"
"8/28/2019","1566950400","14687429096","173.01"
"8/29/2019","1567036800","14972039939","168.95"
"8/30/2019","1567123200","14683175769","168.52"
"8/31/2019","1567209600","14081874858","172.15"
"9/1/2019","1567296000","14737729279","171.42"
"9/2/2019","1567382400","15926990579","178.76"
"9/3/2019","1567468800","14923674985","179.13"
"9/4/2019","1567555200","14800053906","175.01"
"9/5/2019","1567641600","18537447007","174.38"
"9/6/2019","1567728000","18511322392","169.47"
"9/7/2019","1567814400","17638675225","178.32"
"9/8/2019","1567900800","18529952052","181.67"
"9/9/2019","1567987200","20493754439","180.84"
"9/10/2019","1568073600","21909433505","180.01"
"9/11/2019","1568160000","21354287415","178.48"
"9/12/2019","1568246400","22875111264","181.19"
"9/13/2019","1568332800","22002957173","181.56"
"9/14/2019","1568419200","22838238246","188.90"
"9/15/2019","1568505600","22247768825","189.48"
"9/16/2019","1568592000","22828478879","197.85"
"9/17/2019","1568678400","26408295258","207.90"
"9/18/2019","1568764800","28400755958","210.50"
"9/19/2019","1568851200","29790611153","221.01"
"9/20/2019","1568937600","28547468411","218.26"
"9/21/2019","1569024000","23160146334","215.10"
"9/22/2019","1569110400","20620710292","211.23"
"9/23/2019","1569196800","25273983935","200.97"
"9/24/2019","1569283200","29005803910","166.47"
"9/25/2019","1569369600","34523331716","170.22"
"9/26/2019","1569456000","24844463848","166.06"
"9/27/2019","1569542400","25309113745","174.39"
"9/28/2019","1569628800","22571983572","174.14"
"9/29/2019","1569715200","23509644437","169.68"
"9/30/2019","1569801600","21698036057","181.47"
"10/1/2019","1569888000","14792630237","176.39"
"10/2/2019","1569974400","14784178819","181.06"
"10/3/2019","1570060800","16416641528","175.17"
"10/4/2019","1570147200","16620612726","176.21"
"10/5/2019","1570233600","15308020009","176.90"
"10/6/2019","1570320000","13863525470","170.26"
"10/7/2019","1570406400","14672557297","180.49"
"10/8/2019","1570492800","14792097829","181.09"
"10/9/2019","1570579200","16947877071","193.43"
"10/10/2019","1570665600","15841678706","191.73"
"10/11/2019","1570752000","15370015405","180.94"
"10/12/2019","1570838400","14536181143","180.09"
"10/13/2019","1570924800","15214219663","181.37"
"10/14/2019","1571011200","15219524599","186.96"
"10/15/2019","1571097600","15110469830","180.74"
"10/16/2019","1571184000","14449734443","174.76"
"10/17/2019","1571270400","14111516782","177.50"
"10/18/2019","1571356800","14295776270","173.29"
"10/19/2019","1571443200","14181262788","172.37"
"10/20/2019","1571529600","15579342674","175.84"
"10/21/2019","1571616000","15275793403","174.64"
"10/22/2019","1571702400","16354366795","171.64"
"10/23/2019","1571788800","18828418999","162.72"
"10/24/2019","1571875200","15247927380","161.07"
"10/25/2019","1571961600","16022315848","181.79"
"10/26/2019","1572048000","16003775608","180.16"
"10/27/2019","1572134400","14662908845","184.34"
"10/28/2019","1572220800","16063415762","182.09"
"10/29/2019","1572307200","16275212916","191.11"
"10/30/2019","1572393600","16158350778","183.52"
"10/31/2019","1572480000","15988367551","182.59"
"11/1/2019","1572566400","15357755865","183.40"
"11/2/2019","1572652800","14245599208","183.45"
"11/3/2019","1572739200","14596844718","181.92"
"11/4/2019","1572825600","15086847398","186.49"
"11/5/2019","1572912000","14471734891","188.96"
"11/6/2019","1572998400","13890291945","191.24"
"11/7/2019","1573084800","17205356282","186.54"
"11/8/2019","1573171200","14143518466","183.85"
"11/9/2019","1573257600","14334783126","185.11"
"11/10/2019","1573344000","13888122126","189.29"
"11/11/2019","1573430400","14764625146","184.91"
"11/12/2019","1573516800","14527702801","187.09"
"11/13/2019","1573603200","14942230244","188.10"
"11/14/2019","1573689600","15987898238","184.68"
"11/15/2019","1573776000","14426485520","180.03"
"11/16/2019","1573862400","13100698613","182.61"
"11/17/2019","1573948800","13599253833","184.20"
"11/18/2019","1574035200","21613413943","178.23"
"11/19/2019","1574121600","14275368805","175.96"
"11/20/2019","1574208000","15039835571","174.68"
"11/21/2019","1574294400","17827294565","161.18"
"11/22/2019","1574380800","23870653045","150.22"
"11/23/2019","1574467200","13470958455","152.42"
"11/24/2019","1574553600","13759387353","140.42"
"11/25/2019","1574640000","20123981060","146.22"
"11/26/2019","1574726400","16321234587","148.00"
"11/27/2019","1574812800","14460479877","153.05"
"11/28/2019","1574899200","14616747830","151.31"
"11/29/2019","1574985600","13456025432","154.94"
"11/30/2019","1575072000","13169970955","152.20"
"12/1/2019","1575158400","16157752499","151.36"
"12/2/2019","1575244800","15214773817","149.36"
"12/3/2019","1575331200","13985120429","147.73"
"12/4/2019","1575417600","13990237704","145.73"
"12/5/2019","1575504000","13294192486","148.32"
"12/6/2019","1575590400","13469631277","149.06"
"12/7/2019","1575676800","12143075170","147.79"
"12/8/2019","1575763200","9619578683","151.06"
"12/9/2019","1575849600","11586206259","147.68"
"12/10/2019","1575936000","12196873088","145.92"
"12/11/2019","1576022400","13193611413","143.61"
"12/12/2019","1576108800","12094101016","145.05"
"12/13/2019","1576195200","12025417709","144.97"
"12/14/2019","1576281600","11649625168","142.18"
"12/15/2019","1576368000","12379589133","142.74"
"12/16/2019","1576454400","13569145225","132.68"
"12/17/2019","1576540800","15434108069","122.11"
"12/18/2019","1576627200","16536921861","133.07"
"12/19/2019","1576713600","12757474902","128.31"
"12/20/2019","1576800000","12994689673","128.58"
"12/21/2019","1576886400","11587579022","127.52"
"12/22/2019","1576972800","11038288256","132.56"
"12/23/2019","1577059200","12723118611","128.10"
"12/24/2019","1577145600","11744086945","128.02"
"12/25/2019","1577232000","11924668484","125.10"
"12/26/2019","1577318400","11931708420","125.73"
"12/27/2019","1577404800","12102235247","126.50"
"12/28/2019","1577491200","11826353778","128.21"
"12/29/2019","1577577600","11250754288","134.55"
"12/30/2019","1577664000","11988751334","131.41"
"12/31/2019","1577750400","14031976089","128.91"
"1/1/2020","1577836800","11664054350","130.60"
"1/2/2020","1577923200","10566318855","127.18"
"1/3/2020","1578009600","11494907509","134.25"
"1/4/2020","1578096000","9665112896","134.33"
"1/5/2020","1578182400","9764148415","135.44"
"1/6/2020","1578268800","10997805904","144.28"
"1/7/2020","1578355200","10476977187","143.18"
"1/8/2020","1578441600","11402214882","140.66"
"1/9/2020","1578528000","10881434074","137.90"
"1/10/2020","1578614400","12318556369","144.88"
"1/11/2020","1578700800","11171702430","142.69"
"1/12/2020","1578787200","10928063165","146.55"
"1/13/2020","1578873600","11068867087","143.70"
"1/14/2020","1578960000","15755682033","165.86"
"1/15/2020","1579046400","11175554900","166.22"
"1/16/2020","1579132800","9897575973","164.09"
"1/17/2020","1579219200","10666145544","169.74"
"1/18/2020","1579305600","10821750721","174.00"
"1/19/2020","1579392000","10370811614","166.94"
"1/20/2020","1579478400","9628463648","166.77"
"1/21/2020","1579564800","9526614167","169.36"
"1/22/2020","1579651200","9941370322","167.79"
"1/23/2020","1579737600","8959850620","162.63"
"1/24/2020","1579824000","8301467582","162.45"
"1/25/2020","1579910400","7514852406","160.36"
"1/26/2020","1579996800","7320700832","167.72"
"1/27/2020","1580083200","8606813919","169.95"
"1/28/2020","1580169600","8449745457","176.00"
"1/29/2020","1580256000","8556877569","173.55"
"1/30/2020","1580342400","9069894645","184.47"
"1/31/2020","1580428800","8965856518","179.76"
"2/1/2020","1580515200","9214472279","183.66"
"2/2/2020","1580601600","9053826022","188.39"
"2/3/2020","1580688000","9835898300","189.77"
"2/4/2020","1580774400","11701932888","188.44"
"2/5/2020","1580860800","12407461484","203.85"
"2/6/2020","1580947200","12978312165","212.88"
"2/7/2020","1581033600","13091705996","223.14"
"2/8/2020","1581120000","11679918227","223.20"
"2/9/2020","1581206400","11228783936","228.60"
"2/10/2020","1581292800","11353255565","223.11"
"2/11/2020","1581379200","11193602823","237.80"
"2/12/2020","1581465600","12709993893","266.13"
"2/13/2020","1581552000","13279071654","268.56"
"2/14/2020","1581638400","12617650524","285.79"
"2/15/2020","1581724800","13115693731","264.85"
"2/16/2020","1581811200","12554000920","259.43"
"2/17/2020","1581897600","11971133911","268.07"
"2/18/2020","1581984000","11188045875","282.92"
"2/19/2020","1582070400","12083070512","258.72"
"2/20/2020","1582156800","12008669668","257.70"
"2/21/2020","1582243200","9495219870","265.60"
"2/22/2020","1582329600","10362297210","262.31"
"2/23/2020","1582416000","12958605117","275.64"
"2/24/2020","1582502400","12107326473","265.74"
"2/25/2020","1582588800","11691532540","246.84"
"2/26/2020","1582675200","14289989019","223.73"
"2/27/2020","1582761600","11864912418","227.57"
"2/28/2020","1582848000","11792525152","227.56"
"2/29/2020","1582934400","9999559185","217.68"
"3/1/2020","1583020800","10366775236","218.02"
"3/2/2020","1583107200","10060971157","232.09"
"3/3/2020","1583193600","10710921879","223.77"
"3/4/2020","1583280000","10913931285","224.68"
"3/5/2020","1583366400","11518999227","228.70"
"3/6/2020","1583452800","11201545592","245.76"
"3/7/2020","1583539200","10988477092","237.78"
"3/8/2020","1583625600","13029367486","199.68"
"3/9/2020","1583712000","14200494445","203.08"
"3/10/2020","1583798400","11528169360","200.62"
"3/11/2020","1583884800","12884305108","194.86"
"3/12/2020","1583971200","77903244661","109.78"
"3/13/2020","1584057600","84761822515","135.44"
"3/14/2020","1584144000","16662648149","122.58"
"3/15/2020","1584230400","14364979897","123.53"
"3/16/2020","1584316800","29714620709","111.32"
"3/17/2020","1584403200","18731740624","116.30"
"3/18/2020","1584489600","15707758551","118.62"
"3/19/2020","1584576000","18322233968","136.70"
"3/20/2020","1584662400","16360326781","133.40"
"3/21/2020","1584748800","12414614632","132.72"
"3/22/2020","1584835200","12942212470","122.44"
"3/23/2020","1584921600","14465400762","136.74"
"3/24/2020","1585008000","13687447647","139.07"
"3/25/2020","1585094400","13756761814","136.28"
"3/26/2020","1585180800","13022719834","138.97"
"3/27/2020","1585267200","12546794673","131.51"
"3/28/2020","1585353600","11413783523","131.34"
"3/29/2020","1585440000","11020301161","124.55"
"3/30/2020","1585526400","11884805218","132.31"
"3/31/2020","1585612800","13067204139","133.17"
"4/1/2020","1585699200","12158641023","136.05"
"4/2/2020","1585785600","13091171982","141.59"
"4/3/2020","1585872000","12546736213","141.45"
"4/4/2020","1585958400","10643758163","144.49"
"4/5/2020","1586044800","10421896817","142.88"
"4/6/2020","1586131200","14386395350","171.62"
"4/7/2020","1586217600","13013528020","164.66"
"4/8/2020","1586304000","11576580760","173.41"
"4/9/2020","1586390400","12277136032","169.92"
"4/10/2020","1586476800","12269003782","158.12"
"4/11/2020","1586563200","11327484697","158.67"
"4/12/2020","1586649600","9800432922","158.75"
"4/13/2020","1586736000","11939777888","156.82"
"4/14/2020","1586822400","12300384022","158.60"
"4/15/2020","1586908800","11635342378","152.85"
"4/16/2020","1586995200","15064682211","172.58"
"4/17/2020","1587081600","12248271015","170.98"
"4/18/2020","1587168000","12700922618","187.81"
"4/19/2020","1587254400","12031541144","180.34"
"4/20/2020","1587340800","13770276031","170.60"
"4/21/2020","1587427200","13970900436","171.00"
"4/22/2020","1587513600","14191692798","183.04"
"4/23/2020","1587600000","14371184956","185.68"
"4/24/2020","1587686400","13771090303","187.70"
"4/25/2020","1587772800","12538831783","194.39"
"4/26/2020","1587859200","13439926391","197.78"
"4/27/2020","1587945600","13918385493","196.78"
"4/28/2020","1588032000","13052985766","196.86"
"4/29/2020","1588118400","18452757606","215.55"
"4/30/2020","1588204800","23829583393","206.27"
"5/1/2020","1588291200","13888475283","211.98"
"5/2/2020","1588377600","11389301751","214.15"
"5/3/2020","1588464000","12521236484","210.06"
"5/4/2020","1588550400","14983023765","206.94"
"5/5/2020","1588636800","15502345363","205.48"
"5/6/2020","1588723200","17933308369","199.10"
"5/7/2020","1588809600","20866831524","212.37"
"5/8/2020","1588896000","20580766613","211.54"
"5/9/2020","1588982400","17823163632","210.10"
"5/10/2020","1589068800","30507432603","187.84"
"5/11/2020","1589155200","24022502727","185.88"
"5/12/2020","1589241600","27066815386","189.90"
"5/13/2020","1589328000","32980999573","199.85"
"5/14/2020","1589414400","41116263713","203.32"
"5/15/2020","1589500800","32000157331","194.65"
"5/16/2020","1589587200","25477191550","200.51"
"5/17/2020","1589673600","27103939904","206.98"
"5/18/2020","1589760000","36508693750","214.73"
"5/19/2020","1589846400","33240461791","214.63"
"5/20/2020","1589932800","36510632877","209.85"
"5/21/2020","1590019200","48851382307","198.56"
"5/22/2020","1590105600","35001330711","207.28"
"5/23/2020","1590192000","22171704727","206.70"
"5/24/2020","1590278400","29040279475","199.78"
"5/25/2020","1590364800","38094676834","204.10"
"5/26/2020","1590451200","37860437126","201.03"
"5/27/2020","1590537600","42827563449","208.34"
"5/28/2020","1590624000","39750197752","220.30"
"5/29/2020","1590710400","34983980235","220.56"
"5/30/2020","1590796800","33659377964","243.57"
"5/31/2020","1590883200","28385719806","231.73"
"6/1/2020","1590969600","32379485381","248.21"
"6/2/2020","1591056000","36613726636","237.81"
"6/3/2020","1591142400","29769950061","244.56"
"6/4/2020","1591228800","31888384257","243.35"
"6/5/2020","1591315200","32258089816","240.08"
"6/6/2020","1591401600","38721024282","242.08"
"6/7/2020","1591488000","40787069912","244.75"
"6/8/2020","1591574400","41524824461","246.47"
"6/9/2020","1591660800","37266087486","244.00"
"6/10/2020","1591747200","581876396895","248.01"
"6/11/2020","1591833600","709708435545","230.21"
"6/12/2020","1591920000","35616566860","237.54"
"6/13/2020","1592006400","29377910098","238.21"
"6/14/2020","1592092800","24230716812","231.61"
"6/15/2020","1592179200","43250992524","230.98"
"6/16/2020","1592265600","40533137609","235.35"
"6/17/2020","1592352000","42028712404","233.76"
"6/18/2020","1592438400","38424496007","231.24"
"6/19/2020","1592524800","39365512466","228.71"
"6/20/2020","1592611200","29553002666","228.89"
"6/21/2020","1592697600","29937373565","227.83"
"6/22/2020","1592784000","41302954545","243.30"
"6/23/2020","1592870400","45491287860","243.16"
"6/24/2020","1592956800","46589720161","234.56"
"6/25/2020","1593043200","42575132701","232.35"
"6/26/2020","1593129600","38176707953","229.46"
"6/27/2020","1593216000","36769845271","220.81"
"6/28/2020","1593302400","35078209646","224.99"
"6/29/2020","1593388800","39552762105","227.86"
"6/30/2020","1593475200","52294541588","225.58"
"7/1/2020","1593561600","47358992980","231.05"
"7/2/2020","1593648000","42603951322","226.49"
"7/3/2020","1593734400","44742407160","225.15"
"7/4/2020","1593820800","33268484751","229.34"
"7/5/2020","1593907200","31655035139","228.03"
"7/6/2020","1593993600","40437764877","241.76"
"7/7/2020","1594080000","40907231924","239.35"
"7/8/2020","1594166400","52093643866","247.11"
